id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM08623,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aproveitada
FAM08624,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08625,Thomaz Coelho,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08626,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08627,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08628,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08629,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08630,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Madeira Aproveitada
FAM08631,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Madeira Aparelhada
FAM08632,Chapada,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Carpete,Madeira Aproveitada
FAM08633,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08634,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08635,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM08636,Centro,Urbana,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM08637,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08638,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08639,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM08640,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM08641,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08642,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08643,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08644,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM08645,São Luís,Urbana,Rural,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM08646,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM08647,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08648,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM08649,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08650,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM08651,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08652,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08653,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08654,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08655,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08656,Thomaz Coelho,Urbana,Urbana,Coletivo,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08657,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM08658,Boqueirão,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08659,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08660,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08661,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Taipa/Adobe
FAM08662,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM08663,Centro,Urbana,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08664,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08665,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08666,Dist. Industrial Norte,Industrial,Urbana,Coletivo,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08667,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08668,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM08669,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08670,Zona Rural Norte,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08671,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Madeira Aproveitada
FAM08672,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08673,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08674,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08675,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08676,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Madeira Aparelhada
FAM08677,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Total,Terra,Alvenaria com Revestimento
FAM08678,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08679,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08680,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08681,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08682,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08683,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08684,Cachoeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08685,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08686,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08687,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08688,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08689,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08690,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08691,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08692,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08693,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08694,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08695,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08696,Zona Rural Sul,Rural,Rural,Coletivo,Sem Calçamento,Terra,Madeira Aproveitada
FAM08697,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08698,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08699,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08700,Chapada,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08701,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08702,Zona Rural Norte,Rural,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08703,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08704,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08705,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08706,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08707,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Madeira Aproveitada
FAM08708,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08709,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08710,São Luís,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08711,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM08712,Thomaz Coelho,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08713,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08714,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM08715,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08716,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08717,Zona Rural Norte,Rural,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM08718,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08719,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM08720,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08721,Zona Rural Leste,Rural,Rural,Coletivo,Sem Calçamento,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM08722,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08723,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08724,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08725,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM08726,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08727,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08728,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08729,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08730,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08731,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08732,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08733,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08734,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Carpete,Madeira Aproveitada
FAM08735,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM08736,São Luís,Urbana,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM08737,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08738,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08739,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08740,Tindiquera,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08741,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08742,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08743,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08744,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08745,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08746,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08747,Zona Rural Norte,Rural,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aparelhada
FAM08748,Costeira,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM08749,Boqueirão,Urbana,Urbana,Coletivo,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08750,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08751,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08752,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08753,Costeira,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08754,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08755,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM08756,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08757,Centro,Urbana,Urbana,Coletivo,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08758,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08759,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08760,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM08761,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM08762,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08763,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08764,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08765,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08766,Estação,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08767,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Carpete,Alvenaria sem Revestimento
FAM08768,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08769,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08770,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08771,Chapada,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08772,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08773,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08774,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Madeira Aproveitada
FAM08775,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08776,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08777,Centro,Urbana,Urbana,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Madeira Aproveitada
FAM08778,Zona Rural Leste,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08779,Zona Rural Leste,Rural,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08780,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08781,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08782,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08783,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08784,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08785,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08786,São Luís,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08787,Cachoeira,Urbana,Urbana,Coletivo,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08788,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08789,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM08790,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08791,Centro,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Terra,Alvenaria sem Revestimento
FAM08792,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08793,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM08794,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08795,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08796,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08797,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aparelhada
FAM08798,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08799,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08800,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM08801,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08802,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08803,Thomaz Coelho,Urbana,Urbana,Particular Improvisado,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM08804,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM08805,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08806,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08807,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08808,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08809,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08810,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08811,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM08812,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08813,Campina da Barra,Urbana,Rural,Coletivo,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08814,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08815,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Taipa/Adobe
FAM08816,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM08817,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM08818,Campina da Barra,Urbana,Rural,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM08819,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM08820,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM08821,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM08822,Estação,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM08823,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08824,Passaúna,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08825,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08826,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08827,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08828,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM08829,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM08830,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aproveitada
FAM08831,Fazenda Velha,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08832,Campina da Barra,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM08833,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM08834,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aproveitada
FAM08835,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Madeira Aparelhada
FAM08836,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
