id_familia,bairro,regiao,qtd_pessoas,renda_per_capita,faixa_renda_pc,renda_familiar,faixa_renda_fam,unipessoal,cadastro_atualizado,data_atualizacao,lat,lng
FAM11177,Fazenda Velha,Urbana,1,1072.57,Acima de 2 SM,1072.57,Até 1 SM,Sim,Sim,2024-06-18,-25.577364,-49.396932
FAM11178,Iguaçu,Urbana,2,161.78,Pobreza,323.56,Até 1 SM,Não,Não,2023-10-21,-25.608858,-49.394723
FAM11179,Iguaçu,Urbana,5,55.06,Pobreza,275.3,Até 1 SM,Não,Sim,2024-12-22,-25.598723,-49.386572
FAM11180,Carvalho,Urbana,4,479.1,Acima de 2 SM,1916.4,1 a 2 SM,Não,Sim,2025-05-25,-25.563857,-49.439074
FAM11181,Centro,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-04-24,-25.584724,-49.42594
FAM11182,Chapada,Urbana,4,269.51,Baixa Renda,1078.04,Até 1 SM,Não,Não,2022-03-11,-25.613861,-49.443769
FAM11183,Costeira,Urbana,3,618.15,Acima de 2 SM,1854.45,1 a 2 SM,Não,Não,2023-11-05,-25.603202,-49.40134
FAM11184,Fazenda Velha,Urbana,6,226.16,Baixa Renda,1356.96,Até 1 SM,Não,Não,2023-09-11,-25.574491,-49.382007
FAM11185,Cachoeira,Urbana,2,817.25,Acima de 2 SM,1634.5,1 a 2 SM,Não,Não,2022-06-02,-25.542408,-49.411281
FAM11186,Zona Rural Leste,Rural,6,10.4,Pobreza,62.4,Até 1 SM,Não,Sim,2024-10-15,-25.576651,-49.351362
FAM11187,Centro,Urbana,3,536.48,Acima de 2 SM,1609.44,1 a 2 SM,Não,Não,2023-05-27,-25.595644,-49.420747
FAM11188,Zona Rural Leste,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-02-17,-25.590982,-49.351913
FAM11189,São Luís,Urbana,3,331.85,Baixa Renda,995.55,Até 1 SM,Não,Sim,2024-06-23,-25.582833,-49.375513
FAM11190,Boqueirão,Urbana,6,457.81,Acima de 2 SM,2746.86,1 a 2 SM,Não,Sim,2025-04-08,-25.620509,-49.388362
FAM11191,Tindiquera,Urbana,6,292.29,Baixa Renda,1753.74,1 a 2 SM,Não,Sim,2024-09-24,-25.567898,-49.413093
FAM11192,Zona Rural Sul,Rural,1,78.2,Pobreza,78.2,Até 1 SM,Sim,Não,2023-02-21,-25.654405,-49.421735
FAM11193,Campina da Barra,Urbana,4,481.42,Acima de 2 SM,1925.68,1 a 2 SM,Não,Sim,2025-10-20,-25.591193,-49.403163
FAM11194,Estação,Urbana,2,725.99,Acima de 2 SM,1451.98,Até 1 SM,Não,Sim,2026-02-07,-25.586967,-49.415968
FAM11195,Zona Rural Norte,Rural,3,305.55,Baixa Renda,916.65,Até 1 SM,Não,Não,2023-03-08,-25.505178,-49.461412
FAM11196,Campina da Barra,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-02-18,-25.584219,-49.387868
FAM11197,Tindiquera,Urbana,3,70.02,Pobreza,210.06,Até 1 SM,Não,Sim,2024-11-26,-25.562053,-49.430596
FAM11198,Zona Rural Leste,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2023-02-09,-25.58618,-49.34715
FAM11199,São Luís,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-09-29,-25.571237,-49.368999
FAM11200,Costeira,Urbana,4,332.65,Baixa Renda,1330.6,Até 1 SM,Não,Não,2023-01-18,-25.617406,-49.391427
FAM11201,Costeira,Urbana,2,86.42,Pobreza,172.84,Até 1 SM,Não,Sim,2025-05-01,-25.607184,-49.398478
FAM11202,Dist. Industrial Sul,Industrial,5,1255.9,Acima de 2 SM,6279.5,Acima de 3 SM,Não,Sim,2024-03-07,-25.612262,-49.360109
FAM11203,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-06-10,-25.547006,-49.377908
FAM11204,Thomaz Coelho,Urbana,4,13.84,Pobreza,55.36,Até 1 SM,Não,Sim,2024-10-08,-25.619419,-49.421479
FAM11205,Thomaz Coelho,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-01-29,-25.607656,-49.433031
FAM11206,Dist. Industrial Norte,Industrial,4,241.63,Baixa Renda,966.52,Até 1 SM,Não,Sim,2025-10-05,-25.547083,-49.3793
FAM11207,Thomaz Coelho,Urbana,2,48.14,Pobreza,96.28,Até 1 SM,Não,Não,2023-08-19,-25.614101,-49.426899
FAM11208,Estação,Urbana,4,701.47,Acima de 2 SM,2805.88,1 a 2 SM,Não,Não,2022-04-13,-25.596786,-49.415419
FAM11209,Iguaçu,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2023-10-31,-25.613801,-49.393238
FAM11210,Fazenda Velha,Urbana,2,322.26,Baixa Renda,644.52,Até 1 SM,Não,Sim,2025-09-19,-25.569593,-49.381553
FAM11211,Campina da Barra,Urbana,4,4.98,Pobreza,19.92,Até 1 SM,Não,Não,2024-01-06,-25.595411,-49.412861
FAM11212,Zona Rural Sul,Rural,1,786.14,Acima de 2 SM,786.14,Até 1 SM,Sim,Sim,2026-01-22,-25.644069,-49.416424
FAM11213,Zona Rural Leste,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-09-20,-25.577806,-49.347989
FAM11214,Dist. Industrial Sul,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-05-20,-25.632612,-49.366044
FAM11215,Iguaçu,Urbana,3,339.9,Baixa Renda,1019.7,Até 1 SM,Não,Não,2022-07-15,-25.609204,-49.39589
FAM11216,Passaúna,Urbana,2,289.12,Baixa Renda,578.24,Até 1 SM,Não,Sim,2024-04-08,-25.52705,-49.421726
FAM11217,Thomaz Coelho,Urbana,3,253.47,Baixa Renda,760.41,Até 1 SM,Não,Não,2023-02-18,-25.628634,-49.416476
FAM11218,Zona Rural Norte,Rural,4,631.74,Acima de 2 SM,2526.96,1 a 2 SM,Não,Sim,2025-12-02,-25.52947,-49.453884
FAM11219,Boqueirão,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-12-18,-25.628602,-49.403296
FAM11220,Cachoeira,Urbana,2,347.26,Baixa Renda,694.52,Até 1 SM,Não,Sim,2024-11-13,-25.555737,-49.425699
FAM11221,Zona Rural Norte,Rural,3,683.41,Acima de 2 SM,2050.23,1 a 2 SM,Não,Sim,2024-05-24,-25.522469,-49.464147
FAM11222,Cachoeira,Urbana,3,398.82,Baixa Renda,1196.46,Até 1 SM,Não,Não,2023-01-30,-25.539388,-49.406252
FAM11223,Zona Rural Sul,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-10,-25.643069,-49.405031
FAM11224,Costeira,Urbana,1,644.15,Acima de 2 SM,644.15,Até 1 SM,Sim,Sim,2024-04-07,-25.613747,-49.412784
FAM11225,Iguaçu,Urbana,5,527.82,Acima de 2 SM,2639.1,1 a 2 SM,Não,Não,2023-02-22,-25.590947,-49.381242
FAM11226,Passaúna,Urbana,6,582.69,Acima de 2 SM,3496.14,2 a 3 SM,Não,Sim,2025-06-22,-25.542157,-49.415834
FAM11227,Fazenda Velha,Urbana,2,418.19,Baixa Renda,836.38,Até 1 SM,Não,Sim,2025-04-01,-25.57156,-49.386638
FAM11228,Cachoeira,Urbana,3,101.58,Pobreza,304.74,Até 1 SM,Não,Não,2022-12-08,-25.548678,-49.42585
FAM11229,Costeira,Urbana,4,198.1,Pobreza,792.4,Até 1 SM,Não,Não,2023-10-05,-25.621443,-49.402484
FAM11230,Zona Rural Sul,Rural,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-02-22,-25.648384,-49.401417
FAM11231,Thomaz Coelho,Urbana,1,354.07,Baixa Renda,354.07,Até 1 SM,Sim,Não,2023-07-08,-25.634213,-49.433484
FAM11232,Chapada,Urbana,5,152.3,Pobreza,761.5,Até 1 SM,Não,Não,2023-12-06,-25.617538,-49.433621
FAM11233,Zona Rural Leste,Rural,5,179.48,Pobreza,897.4,Até 1 SM,Não,Não,2024-01-19,-25.594,-49.346537
FAM11234,Thomaz Coelho,Urbana,1,103.04,Pobreza,103.04,Até 1 SM,Sim,Não,2023-03-16,-25.606354,-49.415957
FAM11235,Chapada,Urbana,2,770.78,Acima de 2 SM,1541.56,1 a 2 SM,Não,Não,2023-06-12,-25.616803,-49.431586
FAM11236,Chapada,Urbana,2,35.81,Pobreza,71.62,Até 1 SM,Não,Sim,2025-04-05,-25.61592,-49.444887
FAM11237,Campina da Barra,Urbana,1,630.17,Acima de 2 SM,630.17,Até 1 SM,Sim,Sim,2025-10-13,-25.587674,-49.40498
FAM11238,Chapada,Urbana,3,102.24,Pobreza,306.72,Até 1 SM,Não,Sim,2024-08-10,-25.615599,-49.424598
FAM11239,Zona Rural Leste,Rural,4,137.06,Pobreza,548.24,Até 1 SM,Não,Sim,2024-05-09,-25.590208,-49.337202
FAM11240,Estação,Urbana,3,575.39,Acima de 2 SM,1726.17,1 a 2 SM,Não,Não,2022-10-05,-25.587628,-49.415622
FAM11241,Dist. Industrial Norte,Industrial,7,487.63,Acima de 2 SM,3413.41,2 a 3 SM,Não,Não,2023-06-28,-25.554971,-49.372018
FAM11242,Zona Rural Leste,Rural,1,1311.35,Acima de 2 SM,1311.35,Até 1 SM,Sim,Não,2023-12-03,-25.59178,-49.343344
FAM11243,Iguaçu,Urbana,6,233.96,Baixa Renda,1403.76,Até 1 SM,Não,Sim,2026-01-06,-25.608801,-49.382901
FAM11244,Tindiquera,Urbana,3,378.59,Baixa Renda,1135.77,Até 1 SM,Não,Não,2022-08-04,-25.563483,-49.429965
FAM11245,São Luís,Urbana,5,144.33,Pobreza,721.65,Até 1 SM,Não,Sim,2026-02-11,-25.577529,-49.385269
FAM11246,Cachoeira,Urbana,3,404.35,Baixa Renda,1213.05,Até 1 SM,Não,Não,2024-01-10,-25.546607,-49.404433
FAM11247,Campina da Barra,Urbana,3,90.67,Pobreza,272.01,Até 1 SM,Não,Não,2023-01-31,-25.592762,-49.399346
FAM11248,Fazenda Velha,Urbana,5,13.96,Pobreza,69.8,Até 1 SM,Não,Não,2023-07-05,-25.561818,-49.40077
FAM11249,Dist. Industrial Norte,Industrial,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2022-09-25,-25.569662,-49.364645
FAM11250,Zona Rural Sul,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-10-12,-25.660544,-49.396114
FAM11251,Chapada,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-02-13,-25.617258,-49.447445
FAM11252,São Luís,Urbana,3,519.83,Acima de 2 SM,1559.49,1 a 2 SM,Não,Não,2023-03-18,-25.591497,-49.39123
FAM11253,Zona Rural Norte,Rural,3,121.58,Pobreza,364.74,Até 1 SM,Não,Não,2022-03-05,-25.507792,-49.451575
FAM11254,Zona Rural Norte,Rural,4,166.82,Pobreza,667.28,Até 1 SM,Não,Não,2023-03-01,-25.51033,-49.448397
FAM11255,Costeira,Urbana,6,349.57,Baixa Renda,2097.42,1 a 2 SM,Não,Não,2023-05-14,-25.597309,-49.414868
FAM11256,Fazenda Velha,Urbana,2,235.12,Baixa Renda,470.24,Até 1 SM,Não,Sim,2025-03-29,-25.565374,-49.37237
FAM11257,Zona Rural Norte,Rural,2,634.83,Acima de 2 SM,1269.66,Até 1 SM,Não,Não,2023-06-19,-25.529982,-49.442412
FAM11258,Costeira,Urbana,4,787.99,Acima de 2 SM,3151.96,2 a 3 SM,Não,Não,2023-06-03,-25.599219,-49.394441
FAM11259,Zona Rural Sul,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-05-07,-25.638006,-49.417342
FAM11260,Zona Rural Sul,Rural,6,652.42,Acima de 2 SM,3914.52,2 a 3 SM,Não,Sim,2026-01-09,-25.652449,-49.406999
FAM11261,Iguaçu,Urbana,3,431.6,Baixa Renda,1294.8,Até 1 SM,Não,Sim,2026-01-03,-25.607711,-49.395109
FAM11262,Iguaçu,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-05-03,-25.599067,-49.403844
FAM11263,Zona Rural Sul,Rural,2,350.7,Baixa Renda,701.4,Até 1 SM,Não,Sim,2024-04-29,-25.661769,-49.416329
FAM11264,Costeira,Urbana,6,83.74,Pobreza,502.44,Até 1 SM,Não,Sim,2024-11-14,-25.623301,-49.390705
FAM11265,Cachoeira,Urbana,4,76.2,Pobreza,304.8,Até 1 SM,Não,Não,2022-11-01,-25.56149,-49.415804
FAM11266,Tindiquera,Urbana,1,526.07,Acima de 2 SM,526.07,Até 1 SM,Sim,Sim,2024-07-17,-25.552776,-49.442776
FAM11267,Estação,Urbana,4,761.74,Acima de 2 SM,3046.96,2 a 3 SM,Não,Não,2023-03-23,-25.607209,-49.41754
FAM11268,Zona Rural Leste,Rural,5,275.34,Baixa Renda,1376.7,Até 1 SM,Não,Sim,2026-02-01,-25.579278,-49.336081
FAM11269,Dist. Industrial Sul,Industrial,2,455.51,Acima de 2 SM,911.02,Até 1 SM,Não,Sim,2024-12-02,-25.616384,-49.366569
FAM11270,Zona Rural Leste,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-05-29,-25.580337,-49.349712
FAM11271,Boqueirão,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-12-20,-25.630223,-49.399962
FAM11272,Campina da Barra,Urbana,4,222.85,Baixa Renda,891.4,Até 1 SM,Não,Não,2022-10-11,-25.580839,-49.391176
FAM11273,Estação,Urbana,5,507.55,Acima de 2 SM,2537.75,1 a 2 SM,Não,Sim,2024-07-12,-25.584834,-49.435372
FAM11274,Fazenda Velha,Urbana,2,1373.02,Acima de 2 SM,2746.04,1 a 2 SM,Não,Sim,2024-10-08,-25.585053,-49.401988
FAM11275,Zona Rural Sul,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-01-07,-25.659421,-49.40149
FAM11276,Costeira,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-04-12,-25.598261,-49.397866
FAM11277,Cachoeira,Urbana,4,41.87,Pobreza,167.48,Até 1 SM,Não,Não,2023-04-20,-25.562377,-49.406572
FAM11278,Zona Rural Leste,Rural,3,424.32,Baixa Renda,1272.96,Até 1 SM,Não,Não,2022-06-07,-25.59836,-49.359634
FAM11279,Centro,Urbana,5,851.03,Acima de 2 SM,4255.15,2 a 3 SM,Não,Sim,2025-05-02,-25.596698,-49.401569
FAM11280,Centro,Urbana,3,525.78,Acima de 2 SM,1577.34,1 a 2 SM,Não,Não,2023-09-24,-25.605884,-49.402625
FAM11281,Carvalho,Urbana,3,213.34,Pobreza,640.02,Até 1 SM,Não,Não,2022-09-26,-25.563231,-49.438241
FAM11282,Zona Rural Norte,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-23,-25.521429,-49.463059
FAM11283,Zona Rural Leste,Rural,2,205.29,Pobreza,410.58,Até 1 SM,Não,Não,2022-03-26,-25.594581,-49.358817
FAM11284,Zona Rural Norte,Rural,3,162.14,Pobreza,486.42,Até 1 SM,Não,Sim,2024-06-22,-25.512581,-49.463025
FAM11285,Centro,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-03-26,-25.588594,-49.414551
FAM11286,Thomaz Coelho,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-12-19,-25.626453,-49.411691
FAM11287,Tindiquera,Urbana,2,116.44,Pobreza,232.88,Até 1 SM,Não,Sim,2024-10-22,-25.558248,-49.437304
FAM11288,Dist. Industrial Norte,Industrial,3,210.8,Pobreza,632.4,Até 1 SM,Não,Sim,2025-02-15,-25.56288,-49.367682
FAM11289,Campina da Barra,Urbana,2,409.13,Baixa Renda,818.26,Até 1 SM,Não,Sim,2024-12-16,-25.595638,-49.405403
FAM11290,Dist. Industrial Sul,Industrial,4,388.88,Baixa Renda,1555.52,1 a 2 SM,Não,Não,2022-11-30,-25.629505,-49.369929
FAM11291,Chapada,Urbana,3,135.0,Pobreza,405.0,Até 1 SM,Não,Sim,2024-05-04,-25.610405,-49.422206
FAM11292,Passaúna,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-03-07,-25.53358,-49.441891
FAM11293,Centro,Urbana,5,381.33,Baixa Renda,1906.65,1 a 2 SM,Não,Sim,2024-08-02,-25.582047,-49.415863
FAM11294,Boqueirão,Urbana,3,175.09,Pobreza,525.27,Até 1 SM,Não,Não,2023-02-03,-25.627248,-49.37972
FAM11295,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-10-15,-25.563953,-49.384887
FAM11296,Iguaçu,Urbana,4,277.79,Baixa Renda,1111.16,Até 1 SM,Não,Sim,2024-05-30,-25.603391,-49.406547
FAM11297,Thomaz Coelho,Urbana,2,430.6,Baixa Renda,861.2,Até 1 SM,Não,Sim,2024-04-17,-25.626716,-49.411589
FAM11298,Zona Rural Norte,Rural,1,429.75,Baixa Renda,429.75,Até 1 SM,Sim,Sim,2025-10-23,-25.515304,-49.446558
FAM11299,Dist. Industrial Sul,Industrial,7,497.7,Acima de 2 SM,3483.9,2 a 3 SM,Não,Não,2022-05-29,-25.630457,-49.355404
FAM11300,Fazenda Velha,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-01-15,-25.574361,-49.380605
FAM11301,Dist. Industrial Norte,Industrial,3,466.77,Acima de 2 SM,1400.31,Até 1 SM,Não,Sim,2025-09-11,-25.571272,-49.385877
FAM11302,Passaúna,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-09-23,-25.536318,-49.43263
FAM11303,Chapada,Urbana,6,40.35,Pobreza,242.1,Até 1 SM,Não,Sim,2024-05-25,-25.606403,-49.433633
FAM11304,Cachoeira,Urbana,3,266.41,Baixa Renda,799.23,Até 1 SM,Não,Não,2023-08-07,-25.553421,-49.4135
FAM11305,Campina da Barra,Urbana,7,578.81,Acima de 2 SM,4051.67,2 a 3 SM,Não,Sim,2024-04-12,-25.586097,-49.413581
FAM11306,Costeira,Urbana,2,138.31,Pobreza,276.62,Até 1 SM,Não,Não,2022-03-08,-25.624,-49.405333
FAM11307,Tindiquera,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-09-12,-25.579606,-49.438025
FAM11308,Zona Rural Norte,Rural,3,166.32,Pobreza,498.96,Até 1 SM,Não,Sim,2024-10-02,-25.516926,-49.453033
FAM11309,Dist. Industrial Norte,Industrial,1,12.06,Pobreza,12.06,Até 1 SM,Sim,Sim,2025-12-11,-25.549939,-49.377932
FAM11310,Campina da Barra,Urbana,2,424.38,Baixa Renda,848.76,Até 1 SM,Não,Sim,2024-04-22,-25.581568,-49.415097
FAM11311,Costeira,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2023-07-30,-25.613192,-49.416175
FAM11312,Thomaz Coelho,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-08-04,-25.612704,-49.429507
FAM11313,Fazenda Velha,Urbana,3,367.65,Baixa Renda,1102.95,Até 1 SM,Não,Sim,2024-09-02,-25.575017,-49.399337
FAM11314,Zona Rural Sul,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2025-09-04,-25.648563,-49.402355
FAM11315,Dist. Industrial Sul,Industrial,1,724.5,Acima de 2 SM,724.5,Até 1 SM,Sim,Não,2024-01-05,-25.607813,-49.384256
FAM11316,Tindiquera,Urbana,6,358.47,Baixa Renda,2150.82,1 a 2 SM,Não,Sim,2024-06-15,-25.557881,-49.424649
FAM11317,Campina da Barra,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-07-30,-25.567502,-49.401985
FAM11318,Chapada,Urbana,4,11.96,Pobreza,47.84,Até 1 SM,Não,Sim,2024-10-23,-25.614943,-49.429839
FAM11319,Centro,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-03-10,-25.603007,-49.40946
FAM11320,Zona Rural Sul,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-07-10,-25.655346,-49.421161
FAM11321,Boqueirão,Urbana,3,146.04,Pobreza,438.12,Até 1 SM,Não,Não,2022-04-11,-25.61562,-49.394279
FAM11322,Tindiquera,Urbana,4,207.9,Pobreza,831.6,Até 1 SM,Não,Sim,2024-12-15,-25.575811,-49.419771
FAM11323,Tindiquera,Urbana,1,784.07,Acima de 2 SM,784.07,Até 1 SM,Sim,Não,2022-05-06,-25.568828,-49.421007
FAM11324,Iguaçu,Urbana,2,332.5,Baixa Renda,665.0,Até 1 SM,Não,Não,2023-07-13,-25.610438,-49.382624
FAM11325,Cachoeira,Urbana,6,191.67,Pobreza,1150.02,Até 1 SM,Não,Sim,2025-02-19,-25.54195,-49.419083
FAM11326,Dist. Industrial Sul,Industrial,2,566.36,Acima de 2 SM,1132.72,Até 1 SM,Não,Não,2022-05-30,-25.617843,-49.365859
FAM11327,Dist. Industrial Norte,Industrial,7,44.94,Pobreza,314.58,Até 1 SM,Não,Não,2022-08-31,-25.568432,-49.38885
FAM11328,São Luís,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-11-06,-25.585795,-49.382195
FAM11329,Estação,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2022-11-08,-25.601474,-49.412737
FAM11330,Dist. Industrial Sul,Industrial,3,323.58,Baixa Renda,970.74,Até 1 SM,Não,Sim,2024-10-10,-25.626066,-49.357399
FAM11331,Costeira,Urbana,7,171.7,Pobreza,1201.9,Até 1 SM,Não,Sim,2024-09-26,-25.621389,-49.404176
FAM11332,Iguaçu,Urbana,2,119.92,Pobreza,239.84,Até 1 SM,Não,Não,2022-06-03,-25.603469,-49.385565
FAM11333,Tindiquera,Urbana,5,550.73,Acima de 2 SM,2753.65,1 a 2 SM,Não,Sim,2025-09-17,-25.575073,-49.417651
FAM11334,Fazenda Velha,Urbana,1,438.84,Acima de 2 SM,438.84,Até 1 SM,Sim,Sim,2025-11-27,-25.581947,-49.377052
FAM11335,Fazenda Velha,Urbana,6,397.28,Baixa Renda,2383.68,1 a 2 SM,Não,Não,2023-02-26,-25.573608,-49.398636
FAM11336,Iguaçu,Urbana,3,414.22,Baixa Renda,1242.66,Até 1 SM,Não,Sim,2026-01-05,-25.602391,-49.394877
FAM11337,Zona Rural Sul,Rural,4,231.43,Baixa Renda,925.72,Até 1 SM,Não,Não,2023-03-17,-25.653632,-49.396046
FAM11338,Costeira,Urbana,1,22.19,Pobreza,22.19,Até 1 SM,Sim,Sim,2025-09-14,-25.602117,-49.401505
FAM11339,Chapada,Urbana,5,130.43,Pobreza,652.15,Até 1 SM,Não,Não,2023-01-22,-25.604787,-49.430834
FAM11340,Boqueirão,Urbana,3,1893.63,Acima de 2 SM,5680.89,Acima de 3 SM,Não,Sim,2025-04-01,-25.642232,-49.401592
FAM11341,Cachoeira,Urbana,5,1454.51,Acima de 2 SM,7272.55,Acima de 3 SM,Não,Não,2023-04-28,-25.553007,-49.426021
FAM11342,Iguaçu,Urbana,3,106.26,Pobreza,318.78,Até 1 SM,Não,Sim,2025-04-12,-25.608641,-49.382471
FAM11343,Dist. Industrial Norte,Industrial,1,609.45,Acima de 2 SM,609.45,Até 1 SM,Sim,Sim,2025-01-22,-25.551857,-49.371948
FAM11344,Dist. Industrial Norte,Industrial,2,133.31,Pobreza,266.62,Até 1 SM,Não,Sim,2025-11-13,-25.56687,-49.371485
FAM11345,Costeira,Urbana,3,351.46,Baixa Renda,1054.38,Até 1 SM,Não,Não,2023-08-17,-25.61658,-49.397611
FAM11346,Iguaçu,Urbana,3,425.43,Baixa Renda,1276.29,Até 1 SM,Não,Sim,2024-12-03,-25.597126,-49.395483
FAM11347,Thomaz Coelho,Urbana,1,5.02,Pobreza,5.02,Até 1 SM,Sim,Não,2022-09-11,-25.634841,-49.414706
FAM11348,Chapada,Urbana,4,556.8,Acima de 2 SM,2227.2,1 a 2 SM,Não,Sim,2025-01-10,-25.603791,-49.437045
FAM11349,Centro,Urbana,4,145.98,Pobreza,583.92,Até 1 SM,Não,Não,2023-03-31,-25.591981,-49.408428
FAM11350,Tindiquera,Urbana,4,169.26,Pobreza,677.04,Até 1 SM,Não,Não,2023-02-18,-25.571872,-49.432193
FAM11351,Iguaçu,Urbana,6,69.27,Pobreza,415.62,Até 1 SM,Não,Sim,2026-02-05,-25.607825,-49.381455
FAM11352,Estação,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-03-02,-25.585745,-49.414616
FAM11353,Tindiquera,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-09,-25.5576,-49.413768
FAM11354,Dist. Industrial Norte,Industrial,5,533.33,Acima de 2 SM,2666.65,1 a 2 SM,Não,Não,2022-04-07,-25.562997,-49.372566
FAM11355,Dist. Industrial Norte,Industrial,2,813.89,Acima de 2 SM,1627.78,1 a 2 SM,Não,Sim,2025-03-12,-25.549693,-49.384145
FAM11356,Zona Rural Leste,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-06-03,-25.596212,-49.36153
FAM11357,Thomaz Coelho,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-03-30,-25.608102,-49.433633
FAM11358,Chapada,Urbana,2,412.95,Baixa Renda,825.9,Até 1 SM,Não,Não,2022-12-10,-25.59446,-49.421314
FAM11359,Costeira,Urbana,2,1516.48,Acima de 2 SM,3032.96,1 a 2 SM,Não,Não,2024-02-07,-25.616639,-49.41248
FAM11360,Fazenda Velha,Urbana,2,648.97,Acima de 2 SM,1297.94,Até 1 SM,Não,Não,2022-11-04,-25.575063,-49.376075
FAM11361,Costeira,Urbana,1,977.36,Acima de 2 SM,977.36,Até 1 SM,Sim,Não,2022-09-23,-25.62022,-49.412616
FAM11362,Zona Rural Norte,Rural,3,329.52,Baixa Renda,988.56,Até 1 SM,Não,Não,2022-03-12,-25.527926,-49.43745
FAM11363,Iguaçu,Urbana,1,477.28,Acima de 2 SM,477.28,Até 1 SM,Sim,Sim,2025-07-16,-25.610842,-49.389991
FAM11364,Fazenda Velha,Urbana,6,718.33,Acima de 2 SM,4309.98,2 a 3 SM,Não,Não,2023-09-16,-25.576278,-49.381502
FAM11365,Zona Rural Norte,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-11-21,-25.508748,-49.446414
FAM11366,Boqueirão,Urbana,7,450.65,Acima de 2 SM,3154.55,2 a 3 SM,Não,Sim,2024-09-06,-25.631084,-49.38641
FAM11367,Costeira,Urbana,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-11-21,-25.595044,-49.401968
FAM11368,Passaúna,Urbana,5,85.1,Pobreza,425.5,Até 1 SM,Não,Não,2024-02-29,-25.545822,-49.426047
FAM11369,Costeira,Urbana,4,761.96,Acima de 2 SM,3047.84,2 a 3 SM,Não,Não,2023-12-01,-25.620191,-49.391654
FAM11370,Zona Rural Sul,Rural,5,150.23,Pobreza,751.15,Até 1 SM,Não,Sim,2024-06-08,-25.663545,-49.395837
FAM11371,Centro,Urbana,2,118.33,Pobreza,236.66,Até 1 SM,Não,Sim,2024-06-17,-25.578782,-49.398681
FAM11372,Zona Rural Leste,Rural,5,263.71,Baixa Renda,1318.55,Até 1 SM,Não,Não,2023-01-10,-25.588043,-49.360611
